Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-14 00:00:00-05:00,235.02999877929688,238.13999938964844,230.72000122070312,237.41000366210938,149771600,0.0,0.0
2023-11-15 00:00:00-05:00,239.2899932861328,246.6999969482422,236.4499969482422,242.83999633789062,150354000,0.0,0.0
2023-11-16 00:00:00-05:00,239.49000549316406,240.8800048828125,230.9600067138672,233.58999633789062,136816800,0.0,0.0
2023-11-17 00:00:00-05:00,232.0,237.38999938964844,226.5399932861328,234.3000030517578,142532800,0.0,0.0
2023-11-20 00:00:00-05:00,234.0399932861328,237.10000610351562,231.02000427246094,235.60000610351562,116320100,0.0,0.0
2023-11-21 00:00:00-05:00,235.0399932861328,243.6199951171875,233.33999633789062,241.1999969482422,122288000,0.0,0.0
2023-11-22 00:00:00-05:00,242.0399932861328,244.00999450683594,231.39999389648438,234.2100067138672,117950600,0.0,0.0
2023-11-24 00:00:00-05:00,233.75,238.75,232.3300018310547,235.4499969482422,65125200,0.0,0.0
2023-11-27 00:00:00-05:00,236.88999938964844,238.3300018310547,232.10000610351562,236.0800018310547,112031800,0.0,0.0
2023-11-28 00:00:00-05:00,236.67999267578125,247.0,234.00999450683594,246.72000122070312,148549900,0.0,0.0
2023-11-29 00:00:00-05:00,249.2100067138672,252.75,242.75999450683594,244.13999938964844,135401300,0.0,0.0
2023-11-30 00:00:00-05:00,245.13999938964844,245.22000122070312,236.91000366210938,240.0800018310547,132353200,0.0,0.0
2023-12-01 00:00:00-05:00,233.13999938964844,240.19000244140625,231.89999389648438,238.8300018310547,121173500,0.0,0.0
2023-12-04 00:00:00-05:00,235.75,239.3699951171875,233.2899932861328,235.5800018310547,104099800,0.0,0.0
2023-12-05 00:00:00-05:00,233.8699951171875,246.66000366210938,233.6999969482422,238.72000122070312,137971100,0.0,0.0
2023-12-06 00:00:00-05:00,242.9199981689453,246.57000732421875,239.1699981689453,239.3699951171875,126436200,0.0,0.0
2023-12-07 00:00:00-05:00,241.5500030517578,244.0800018310547,236.97999572753906,242.63999938964844,107142300,0.0,0.0
2023-12-08 00:00:00-05:00,240.27000427246094,245.27000427246094,239.27000427246094,243.83999633789062,102980100,0.0,0.0
2023-12-11 00:00:00-05:00,242.74000549316406,243.44000244140625,237.4499969482422,239.74000549316406,97913900,0.0,0.0
2023-12-12 00:00:00-05:00,238.5500030517578,238.99000549316406,233.8699951171875,237.00999450683594,95328300,0.0,0.0
2023-12-13 00:00:00-05:00,234.19000244140625,240.3000030517578,228.1999969482422,239.2899932861328,146286300,0.0,0.0
2023-12-14 00:00:00-05:00,241.22000122070312,253.8800048828125,240.7899932861328,251.0500030517578,160829200,0.0,0.0
2023-12-15 00:00:00-05:00,251.2100067138672,254.1300048828125,248.3000030517578,253.5,135720800,0.0,0.0
2023-12-18 00:00:00-05:00,253.77999877929688,258.739990234375,251.36000061035156,252.0800018310547,116416500,0.0,0.0
2023-12-19 00:00:00-05:00,253.47999572753906,258.3399963378906,253.00999450683594,257.2200012207031,106737400,0.0,0.0
2023-12-20 00:00:00-05:00,256.4100036621094,259.8399963378906,247.0,247.13999938964844,125097000,0.0,0.0
2023-12-21 00:00:00-05:00,251.89999389648438,254.8000030517578,248.5500030517578,254.5,109594200,0.0,0.0
2023-12-22 00:00:00-05:00,256.760009765625,258.2200012207031,251.3699951171875,252.5399932861328,93249800,0.0,0.0
2023-12-26 00:00:00-05:00,254.49000549316406,257.9700012207031,252.91000366210938,256.6099853515625,86892400,0.0,0.0
2023-12-27 00:00:00-05:00,258.3500061035156,263.3399963378906,257.5199890136719,261.44000244140625,106494400,0.0,0.0
2023-12-28 00:00:00-05:00,263.6600036621094,265.1300048828125,252.7100067138672,253.17999267578125,113619900,0.0,0.0
2023-12-29 00:00:00-05:00,255.10000610351562,255.19000244140625,247.42999267578125,248.47999572753906,100615300,0.0,0.0
2024-01-02 00:00:00-05:00,250.0800018310547,251.25,244.41000366210938,248.4199981689453,104654200,0.0,0.0
2024-01-03 00:00:00-05:00,244.97999572753906,245.67999267578125,236.32000732421875,238.4499969482422,121082600,0.0,0.0
2024-01-04 00:00:00-05:00,239.25,242.6999969482422,237.72999572753906,237.92999267578125,102629300,0.0,0.0
2024-01-05 00:00:00-05:00,236.86000061035156,240.1199951171875,234.89999389648438,237.49000549316406,92379400,0.0,0.0
2024-01-08 00:00:00-05:00,236.13999938964844,241.25,235.3000030517578,240.4499969482422,85166600,0.0,0.0
2024-01-09 00:00:00-05:00,238.11000061035156,238.9600067138672,232.0399932861328,234.9600067138672,96705700,0.0,0.0
2024-01-10 00:00:00-05:00,235.10000610351562,235.5,231.2899932861328,233.94000244140625,91628500,0.0,0.0
2024-01-11 00:00:00-05:00,230.57000732421875,230.92999267578125,225.3699951171875,227.22000122070312,105873600,0.0,0.0
2024-01-12 00:00:00-05:00,220.0800018310547,225.33999633789062,217.14999389648438,218.88999938964844,122889000,0.0,0.0
2024-01-16 00:00:00-05:00,215.10000610351562,223.49000549316406,212.17999267578125,219.91000366210938,115355000,0.0,0.0
2024-01-17 00:00:00-05:00,214.86000061035156,215.6699981689453,212.00999450683594,215.5500030517578,103164400,0.0,0.0
2024-01-18 00:00:00-05:00,216.8800048828125,217.4499969482422,208.74000549316406,211.8800048828125,108595400,0.0,0.0
2024-01-19 00:00:00-05:00,209.99000549316406,213.19000244140625,207.55999755859375,212.19000244140625,102095800,0.0,0.0
2024-01-22 00:00:00-05:00,212.25999450683594,217.8000030517578,206.27000427246094,208.8000030517578,117952500,0.0,0.0
2024-01-23 00:00:00-05:00,211.3000030517578,215.64999389648438,207.75,209.13999938964844,106605900,0.0,0.0
2024-01-24 00:00:00-05:00,211.8800048828125,212.72999572753906,206.77000427246094,207.8300018310547,123369900,0.0,0.0
2024-01-25 00:00:00-05:00,189.6999969482422,193.0,180.05999755859375,182.6300048828125,198076800,0.0,0.0
2024-01-26 00:00:00-05:00,185.5,186.77999877929688,182.10000610351562,183.25,107343200,0.0,0.0
2024-01-29 00:00:00-05:00,185.6300048828125,191.47999572753906,183.6699981689453,190.92999267578125,125013100,0.0,0.0
2024-01-30 00:00:00-05:00,195.3300018310547,196.36000061035156,190.61000061035156,191.58999633789062,109982300,0.0,0.0
2024-01-31 00:00:00-05:00,187.0,193.97000122070312,185.85000610351562,187.2899932861328,103221400,0.0,0.0
2024-02-01 00:00:00-05:00,188.5,189.8800048828125,184.27999877929688,188.86000061035156,91843300,0.0,0.0
2024-02-02 00:00:00-05:00,185.0399932861328,188.69000244140625,182.0,187.91000366210938,110505100,0.0,0.0
2024-02-05 00:00:00-05:00,184.25999450683594,184.67999267578125,175.00999450683594,181.05999755859375,134294400,0.0,0.0
2024-02-06 00:00:00-05:00,177.2100067138672,186.49000549316406,177.11000061035156,185.10000610351562,122676000,0.0,0.0
2024-02-07 00:00:00-05:00,188.17999267578125,189.7899932861328,182.67999267578125,187.5800018310547,111535200,0.0,0.0
2024-02-08 00:00:00-05:00,189.0,191.6199951171875,185.5800018310547,189.55999755859375,83034000,0.0,0.0
2024-02-09 00:00:00-05:00,190.17999267578125,194.1199951171875,189.47999572753906,193.57000732421875,84327600,0.0,0.0
